City,Landmark,Full_Adress,Time
Hyderabad," LAKE VIEW, NANAKARAMGUDA"," Shop No G-1,Ground Floor“AVNI’S SREERANGANADHA DVR ECO-GRAND” “LAKE VIEW MALL”Sy.No.135 & 136 Nanakramguda Village,Serilingampally Mandal,Under GHMC,R.R. District,Hyderabad –500032 (A.P)    8978971842",11 AM to 11 PM 
Hyderabad, MANJEERA TRINITY MALL," Unit No 11, 3rd Floor, Food Court, “MANJEERA TRINITY MALL” Kukatpally,Hyderabad- 500072PH-040-66037555,666",11 AM to 11 PM 
Hyderabad," SUN CITY, HYDERABAD"," G.F,Plot No.76,Opposite Sun city, Appa Junction,Rajendranagar Mandal,RR Dist-500008PH-40-24198585",11 AM to 11 PM 
Hyderabad," KACHIGUDA, HYDERABAD"," Ground Floor,M.No-3-4-1081,3-4-1081/2 to 3-4-1081/9,M.No.3-4-1082,Kachiguda Road (near Kachiguda Railway Station),Hyderabad(A.P)500027",11 AM to 11 PM 
Hyderabad, R.T.C X ROAD," Ground Floor, No 1-7-1074,1-7-1074/A, R.T.C X ROAD, Akaram Village, Musheerabad, Hyderabad, Andhra Pradesh - 500020",11 AM to 11 PM 
Hyderabad," QUTHIBULLAPUR , R.R DIST"," Siri Towers Ground Floor,Shop NO 1 & 2 Quthibubulla Village, Chintal, Hyderabad- 500055",11 AM to 11 PM 
Hyderabad, SRILINGAMPALLY," Upper Ground Floor Plot No. 85,Survey No.103/1, ""Serilingampally Village"" under GHMC, Serilingampally Mandal, Ranga Reddy District,Hyderabad, Andhra Pradesh- 500032PH-040-69000288-94",11 AM to 11 PM 
Hyderabad, SANTOSH NAGAR COLONY," MIGH House No. 7/A, Bearing G.H.M.C No. 17-1-A/7, Ward: 17-Block, MIGH, Santosh Nagar Colony,Hyderabad,Andhra Pradesh-500059",11 AM to 11 PM 
Hyderabad," BOD UPPAL, HYDERABAD"," Ground and First Floor, Plot No. 06,Southern Part in Survey No.54(A) at Peerzadiguda (V & GP),Ghatkesar Mandal, Ranga Reddy District under S.R.O Bod Uppal,HyderabadPh No 040-27219888",11 AM to 11 PM 
Hyderabad, THE FORUM SUJANA MALL, THE FORUM SUJANA MALL GROUND FLOOR UNIT NO 22&23 CITY KUKKATPALLY HYDERABAD TELANGANA500072 Ph-040-30534111,11 AM to 11 PM 
Hyderabad," INORBIT, HYDERABAD"," Second Floor, Inorbit Cyberabad, Survey no. 64 (part), Madhapur Village, Serilimgampally Mandal Ranga Reddy District,Hyderabad",11 AM to 11 PM 
Hyderabad, MOTINAGAR HYDERABAD, Ground Floor Plot No 145-BSurvey Nos 19&20 MotinagarOpposite E Seva Hyderabad Telangana-500018,11 AM to 11 PM 
Hyderabad, ANANDBAGH(MALKAJGIRI)," Ground and First Floor, Plot No.46, Tulip Mantion, East Anandbagh, Malkajgiri, Hyderabad, Telangana-500047",11 AM to 11 PM 
Hyderabad," MEHDIPATNAM,HYDERABAD"," Ground Floor,Door/MCH.No.10-3-76,Humayun Nagar,Mehdipatnam,Hyderabad–500028",11 AM to 11 PM 
Hyderabad," RAHEJA MINDSPACE IT PARK  2,HYDERABAD", Ground Floor Food Court Counter no 05Building No 20 at SEZ Campus K Raheja Mind space IT ParkHi Tech City Madhapur VillageHyderabad Telangana 500081,11 AM to 11 PM 
Hyderabad," NAGARJUNA NAGAR COLONY,HYDERABAD"," First Floor, H.No.1-10-28/155,Nagarjuna Nagar Colony,Kushaiguda (V) Keesara Mandal,GHMC Kapra Circle,RR.District Hyderabad,Telangana PIN-500062",11 AM to 11 PM 
Hyderabad, NIZAMPET VILLAGE HYDERABAD TELANGANA, Domino’s Pizza Ground & 1st Floor Shop No 1 & 2Plot No 2Panchsheel ComplexNizampet village Quthbullapur MandalRanga Reddy District HyderabadTelangana-500090,11 AM to 11 PM 
Hyderabad," PRASAD MALL,HYDERABAD,TELANGANA"," Ground Floor,Counter number 2,Food Court,Buddha Poornima Project Area,Near NTR Gardens,LIC Division P.O.,Hyderabad,Telangana– 500063",11 AM to 11 PM 
Hyderabad," DIVYASREE ORION,HYDERABAD,TELANGANA"," Ground Floor Lobby,Building 7,Divyasree Orion,SY.NO.66/1,Raidurg,Ranga Reddy District,Hyderabad,Telangana- 500008",11 AM to 11 PM 
Hyderabad, PEARL PLAZA KONDAPUR VILLAGE TELANGANA, First Floor “Pearl Plaza” Sy.No.199 Masjid Banda Kondapur Village Hyderabad RR District PIN 500084 Landline 04040488888,11 AM to 11 PM 
Hyderabad, INFOSYS POCHARAM VILLAGE  HYDERABAD TELANGANA, Infosys Limited Special Economic Zone Survey No. 50 (part) 51 54 49 48 44& 45 part41 part36part Pocharam Village Singapore Township PO Ghatkesar Mandal Rangareddy Hyderabad 500088,11 AM to 11 PM 
Hyderabad," PILLALAMARRI VILLAGE, SURYAPET MANDAL, TELANGANA"," 7 Food Court, Suryapet, D. NO. 6-107, Rayanigudem Village, Suryapet Mandal, At 135km Milestone, Hyderabad Vijayawada Highway, Nalgonda",11 AM to 11 PM 
Hyderabad," EAT STREET, NECKLACE ROAD, HYDERABAD, TELANGANA"," Ground Floor, Eat Street Food Court, Counter No. 4, T.S. No. 5, Block B, Ward 80, Opposite Lake Police Station, Necklace Road",11 AM to 11 PM 
Hyderabad," MANTRA MALL,HYDERABAD,TELANGANA"," Third Floor,Mantra Mall,Survey No.30,Upperpally Village,Rajendra Nagar,RR. District,Hyderabad– 500030,Telangana",11 AM to 11 PM 
Hyderabad," Mantra Mall, Hyderabad, Telangana"," Counter No. 1, Third Floor, Mantra Mall, Survey No. 30, Attapur Upperpally Village, Rajendra Nagar, RR. District",11 AM to 11 PM 
Hyderabad, MOOSAPET HYDERABAD, 1st Floor H No 12-7-134/B1 Plot No B1 & B2 Anjaneya Nagar Moosapet Hyderabad Telangana 500018,11 AM to 11 PM 
Hyderabad, AYYAPPA HEIGHTS  GACHIBOWLI HYDERABAD, Ayyappa Heights Commercial premises bearing no 4-33 on 1st Floor of the building situated at Gachibowli Opp DLF Hyderabad pin code 500032,11 AM to 11 PM 
Hyderabad, R C REDDY COMPLEX UPPAL HYDERABAD, R C REDDY COMPLEX UPPAL HYDERABAD First Floor R C Reddy Complex 2-1-57/A/ 39 & 40 Ventateshwara Colony Uppal Hyderabad 500039 ph 040-42428383,11 AM to 11 PM 
Hyderabad, NALAGANDLA HYDERABAD, First Floor Plot NO 9/C Nallangandla Village Under GHMC Serilingampally Mandal Opposite Apama Cyber Ranga Reddy District Hyderabad Telangana-500019 ,11 AM to 11 PM 
Hyderabad, M. A. PLAZA ASHOK NAGAR TELANGANA, M.A Plaza Ashok Nagar  Ground floor plot no 6 surv situated at Ashok Nagar colony Medak district Sanga Reddy  Pin code 502032  Ramachandrapuram,11 AM to 11 PM 
Hyderabad, ELITE COMMERCIAL COMPLEX PRAGATHI NAGAR, Elite Commercial Complex  Plot No 1534 & 1535 in Block No 95 Survey No 165 166 167 178 & 179 situated at Bachupally Village Pragathi Nagar Gram Panchayat Quthbullapur Mandal Ranga Reddy District 500090  Telangana,11 AM to 11 PM 
Hyderabad, PAPULAGUDA," First Floor, House No. 1-99/3, Plot No. 3, Survey No. 198/2, Manikonda,Near Mari Chettu, Puppalguda, Hyderabad-500098",11 AM to 11 PM 
Hyderabad, Gar Laxmi Infobhan Hyderabad, Counter No 4  17th  Floor Tower 1 situated in Survey No 107  Kokapet Village Rajendra Nagar Mandal Ranga Reddy District Telangana  500075,11 AM to 11 PM 
Hyderabad, MJR MALL AND MULTIPLEX NARAPALLY, FOOD COUNTER 2 2ND FLOOR  MJR MULTIPLEX  SY  NO 757 IN KORREMUL VILLAGE GHATKESAR MANDAL  MEDCHAL MALKAJGIRI DISTRICT OF HDMA HYDERABAD TELANGANA 501301,11 AM to 11 PM 
Hyderabad, CENTRAL PUNJAGUTTA HYDERABAD, Unit No FB 7 at Ground Floor Central Punjagutta At G S Center Point Punjagutta X Road Municipal No 6 3 673 673 1 674 674 1 Panjagutta Hyderabad 500003,11 AM to 11 PM 
Hyderabad," Bachupally, Hyderabad, Telangana"," Shop Nos.5,  6 & 7,  Ground Floor, Block-B,  Survey No.60, Medchal,  Pagadala Pride, Bachupally Main Road, Hyderabad, Telangana, 500090",11 AM to 11 PM 
Hyderabad, Seri Lingampally (Andhra Pradesh)," ""R3 Icon"", Ground Floor,  6-8,  New Municipal House No. 6-8/A,  , Dargah Hussian Shah Wali Village,  , Seri Lingampally Mandal And Municipal, Ranga Reddy District, Hyderabad, Telangana, 500008",11 AM to 11 PM 
Hyderabad, Sarath City Capital Mall," ""Unit No. 4F-Fc-17 On The Fourth Floor, Constructed At Survey No. 38,  39P,  40,  41,  42,  48,  49,  50,  51,  52 & 53 Situated At Kothaguda Village , Serilingampally Mandal,  R. R. District,  Hyderabad, 0, Hyderabad, Telangana, 500084""",11 AM to 11 PM 
Hyderabad, Srilingampally (Andhra Pradesh)," Upper Ground Floor, Plot No. 85,  Survey No. 103/1,  , ""Serilingampally Village"" Under Ghmc,  , Serilingampally Mandal,  Ranga Reddy District,  , Hyderabad, Telangana, 500032",11 AM to 11 PM 
Hyderabad," Malaysian Township, Hyderabad"," Ground Floor,  House No.577/ Mig-Ii, Malaysian Township,  Sy.No-15-24-577, A.P.H.B Colony Phase I And Ii, Kukatapplay R.R. District,  Hyderabad, Hyderabad, Telangana, 500072",11 AM to 11 PM 
Hyderabad," Kokapet, Hyderabad"," Ground Floor,  G1 And G2, Survey No. 131,  164,  165 & 168, Plot No. 10 & 11,  Narsinghi Village & Gram Panchayat, Rajendranagar Mandal,  Ranga Reddy District, Hyderabad, Telangana, 500075",11 AM to 11 PM 
Hyderabad, L &T Mall," ""Food Court,  Unit No.-4,   5Th Floor,  L & T Mall,   , Survey No. 1/1,  1/2,  1/3,  3/2,  6/1 & 6/2,  , Ward No. 89,  Situated At Punjagutta (Hyderabad),   Telangana-500082, Hyderabad, Telangana, 500082""",11 AM to 11 PM 
Hyderabad," Kondapur, Hyderabad"," First Floor,  Plot No. 122 & 123,  , Sy. No. 19,  At Ravi Enclave,  , Kondapur Village,  Serilingampally Mandal,  , R. R. District, Hyderabad, Telangana, 500084",11 AM to 11 PM 
Chennai, R.K.ROAD," NO.100/1,RADHA KRISHNAN SALAI,MYLAPORE,CHENNAI - 600004 PH.NO. 044-28474444/ 42134444",11 AM to 11 PM 
Chennai, ADYAR," NO.55, 1ST STREET,KAMARAJ AVENUE, ADITYA ARCADE,KASTURIBAI NAGAR,ADYAR,CHENNAI - 600020 PH.NO. 044-24424444/ 42124444/ 24451692/ 24424411/ 33/ 88",11 AM to 11 PM 
Chennai, ASHOK NAGAR," CEEBROS, NO. 20,10TH AVENUE,ASHOK NAGARA,CHENNAI - 600083 PH.NO. 044-24714555/ 42044445/ 24712762/2764/2779/ 24719856/57/58/59",11 AM to 11 PM 
Chennai, BEACH CASTLE," 34, ELIOT'S BEACH ROAD, BESANT NAGAR",11 AM to 11 PM 
Chennai, INFOSYS CHENNAI," INFOSYS TECHNOLOGIES,138, OLD MAHABALIPURAM ROAD,SHOLINGANALLURINFOSYS,CHENNAI - 600119 PH.NO. 9445027294",11 AM to 11 PM 
Chennai, ANNA NAGAR," No. J22/1, 1st Floor, 3rd Avenue, Annan agar East,Opp. Yesyesi Super Market, Chennai.Ph no.:26207333,26201334/2334/4334/5334/7331/7334/9334",11 AM to 11 PM 
Chennai, NUNGAMBAKAM," 152 & 153,DR. MGR SALAIKODAMBAKKAM HIGH ROADBIG FM BUILDINGNUNGUMBAKKAM,CHENNAI - 600034 PH.NO. 044-28221111/2011/2012/2013/2014/2015",11 AM to 11 PM 
Chennai, VELACHERY," No 137 Block No 182 Opp to Grand Mall Velachery Tambaram Main Road Velachery Chennai Tamil Nadu 600042 Phone 044 4904 3232100 FT, TARAMANI MAIN ROAD, VELACHERY,CHENNAI - 600042 PH.NO-44-49043232",11 AM to 11 PM 
Chennai, TIDEL PARK," COUNTER NO. 2, FOOD COURT, GROUND FLOOR, NO.4 CANAL BANK ROAD, TIDEL PARK, TARAMANI",11 AM to 11 PM 
Chennai, TEYNAMPET," NO 40/1 , K B DASAN ROAD ,NEAR SIET COLLEGETEYNAMPET ,,CHENNAI - 600018 PH.NO. 044-24355890/ 94/ 24354888",11 AM to 11 PM 
Chennai, INFOSYS MAHINDRA WORLD CITY," Kiosk No. 1, Food Court No - 2, Infosys Technologies Ltd. Mahindra City, Natham Post, Chengalpet Dist",11 AM to 11 PM 
Chennai, MOGAPPAIR," SHOP-4, 80 FT CMDA ROAD, NOLAMBUR PHASE-1, MOGAPPAIR,,CHENNAI - 600037 PH.NO. 044-26536455 /56 /57 /58 /59 / 60",11 AM to 11 PM 
Chennai, FLOWERS ROAD PURUSWAKKAM," GROUND FLOOR, OLD DOOR NO.8, NEW NO.19,BLOCK NO.2, BEHIND SANGAM THEATER, FLOWERS ROAD, PURUSWAKKAM,,CHENNAI - 600084 PH.NO. 044-25322333/ 25322201/ 02/ 03/ 04/ 05",11 AM to 11 PM 
Chennai, ALWARTHIRUNAGAR," THANGAM SQUARE, NO.4GANDHI ROADOPP.MEGA MARTALWARTHIRUNAGAR,CHENNAI - 600087 PH.NO. 044-23775444/ 23775700/ 01/ 02/ 03/ 04.",11 AM to 11 PM 
Chennai, PERAMBUR," PLOT NO. 111MELAPATTI PONNAPPAN STREETNEXT TO REVATHI STORESPERAMBUR,CHENNAI - 600 011. PH.NO.044-40656888",11 AM to 11 PM 
Chennai, PORUR," 68/1AMOUNT POONAMALLEE ROADNEAR ICICI BANKPORUR,CHENNAI - 600116 PH.NO. 044-22522888/ 22522229/ 22523015/ 16/ 17/ 18.",11 AM to 11 PM 
Chennai, TAMBARAM," PLOT NO. 1,2, EZHIL NAGAR 1ST CROSS STREETNEAR CSI CHURCHSELAIYUR PO,TAMBARAM,CHENNAI - 600076 PH.NO.  044-49166888",11 AM to 11 PM 
Chennai, OKKIM THORAPAKKAM (OMR)," OLD.148, SURVEY NO.345, 1ST FLOOR, BEST TOWERS,OLD MAHABALIPURAM RD, OPP COGNIZANT TECHNOLOGY SOLUTIONS,,CHENNAI - 600096 PH.NO. 044-24581111 / 1144/ 24581021 / 22 / 23 / 24",11 AM to 11 PM 
Chennai, CHROMPET," #21, 1ST FLOOR, SUNDARAMBAL NAGARNEAR HOT CHIPSGST ROAD,CHROMEPET,CHENNAI - 600047 PH.NO. 080-22387777 / 22389100/ 01/ 02/ 03/ 04",11 AM to 11 PM 
Chennai," LITTLE MOUNT RD, GUINDY"," FIRST FLOOR, NO.154, 155 & 156, LITTLE MOUNT RD, NEAR CHECKER'S HOTEL ANNA SALAI,SAIDAPET,CHENNAI - 600015 PH.NO. 044-22200002/ 22201870 / 71 / 72 / 73 / 74 / 75 / 77",11 AM to 11 PM 
Chennai," VENKATAKRISHNA ROAD, R. A. PURAM"," FIRST FLOOR, OLD NO.47/NEW NO.30, VENKATKRISHNA IYER ROAD, NEAR MANDEVELLI BUS STOP , NEXT TO STATE BANK OF INDIA, R.A.PURAM,CHENNAI - 600028 PH.NO. 1860-210-0000",11 AM to 11 PM 
Chennai, EAST COAST ROAD," Plot No.,47,Ground FloorVettuvangeni, InjambakkamOpp.Adyar Ananda BhawanEast Cost road,CHENNAI-600041PH.NO. 044-24499191",11 AM to 11 PM 
Chennai, MEDAVAKKAM," shop no2/3, First Floor and GroundfloorVelachery Main Road,  Medavakkam, villageTambaram talukaCHENNAI-600100PH.NO-044-22774040,41,42,43",11 AM to 11 PM 
Chennai, MADDIPAKKAM," 78, Ground Floor, Medavakkam Main Road,  Opp Andhra Bank,  Keelkattalai, CHENNAI 600117. PH NO : 044-22472991",11 AM to 11 PM 
Chennai, NELSON MANIKAM ROAD," GROUND FLOOR,  SHOP NO.F1 & F2, OLD NO.115, NEW NO.45, NELSON MANICKAM ROAD, AMINJIKARAI, CHENNAI, TAMILNADU-600094, PH.NO.080-23745252.",11 AM to 11 PM 
Chennai, KOLATHUR," GROUND FLOOR, P. NO-2, D. NO.-2, VALAVAN NAGAR, KOLATHUR, CHENNAI-600099, PH.NO.: 044-25560022, 25560014/16/18/28/73/79/89",11 AM to 11 PM 
Chennai," DLF IT PARK, CHENNAI"," Ground Floor, Tower 5,DlF IT Park,1/124, Mount Poonadamalle Road,Chennai- Pin-600089.",11 AM to 11 PM 
Chennai," GANDHI ROAD, TAMBARAM"," New No. 51, Old No. 166,Junction of Gandhi Rd. & Mudichur Rd.,Gandhi Rd. Tambram West, Chennai- 600045.ph.no-044-22268222",11 AM to 11 PM 
Chennai, PHOENIX MARKET CITY," FC 10, FOOD COURT AREA, 3rd FLOOR,NEW DOOR NO. 142, PHOENIX MARKET CITY CHENNAI MALL,VELACHERY ROAD, CHENNAI-600042.PH-4430083596",11 AM to 11 PM 
Chennai, COROMANDEL PLAZA," Shop No.G-23Plot no.-33Old Mahabalipuram Road,Navallur, Chnnai-603103 .PH- 04443970707",11 AM to 11 PM 
Chennai," VANAGARAM, CHENNAI"," Block 'B' in Radhae Shyam,Door No.G2, Ambattur Salai,Chennai-600095, Tamil Nadu.Ph-044-26533290/91/92/93/94",11 AM to 11 PM 
Chennai, NANGANALLUR CHENNAI," No. C, First Floor Plot No. C61,situated at New Door No.21 [Old No.28],4th Main Road, Nanganallur, Chennai – 600061Ph-044-49141516",11 AM to 11 PM 
Chennai, KRISHNAGIRI BY PASS ROAD," Ground floor,T.S. Nos. 188/2,189 &190 formerly bearing Hosur Village New Sy. No. 4/3C3 and New Sub Dvn. Sy. No. 4/3C3B and Old Sy. No. 5/2C and New Sub Dvn. Sy. No.5/2C1B) on the Hosur- Krishnagiri Bypass Road, Hosur Town, Block 12, Ward D Krishnagiri District, Hosur - 635109.",11 AM to 11 PM 
Chennai," THE FORUM VIJAYA MALL, VADAPALANI(CHENNAI)"," Unit No.9 and 10,Lower Ground Floor “Forum Vijaya Mall” No. 183-188, T.S. Nos. 5/3, 5/5, 5/7 and 5/23 Arcot Road, Vadapalani, Chennai–60002604449155333,04466528422",11 AM to 11 PM 
Chennai," KK.NAGAR, CHENNAI"," Plot No.202,comprised in Old T.S.Nos.269/1B (part) and 270 (part),New T.S.No.10 of Virugambakkam Village,New Door no. 64 (Old Door No.43),Ramasamy Salai, K.K.Nagar,Chennai–600078,Tamil Nadu",11 AM to 11 PM 
Chennai," G.N. CHETTY, T.NAGAR"," First Floor,Old No-118,New No-28,G.N.Chetty Road,Opposite Hotel Peninsula,T.Nagar,Chennai,Tamil Nadu-600017PH-04440246888",11 AM to 11 PM 
Chennai, AMPA SKYWALK MALL," Counter No # CK1, F3 Food court, 3rd Floor, Ampa Skywalk Mall, 627, Poonamallee High Rd, Aminjikarai, Chennai- 600029PH-04443558688, 9884367848",11 AM to 11 PM 
Chennai, THIRUVANMIYUR," Door No-123/61-A2,1st Floor,Dr.Kalki Krishnamurthy Rd(LB Rd),Near S2 Thyagaraja Theater,Thiruvanmiyur,Chennai-600041",11 AM to 11 PM 
Chennai, PAMMAL MAIN ROAD," First Floor,Paimash/Survey Nos-521,522,523,resurvey no-84/10 of Pammal Revenue Village situated in Plot No-14A,Old No-11,New No-12,Present Door No-13(as per sanctioned plan Door No-12),Pammal Main Road,Muthamizh Nagar,Pammal Municipality,Alandur Taluk,Kancheepuram District,Chennai,Tamil Nadu-600075",11 AM to 11 PM 
Chennai," MONTEITH ROAD, EGMORE,"," Ground & First Floor,Shop No-1,Sindur Eternity,Old No-60 and New Number 14,Monteith Road,Egmore,Chennai-600008,Tamil NaduPH-04440306888",11 AM to 11 PM 
Chennai, ASCENDAS IT PARK," First Floor, Unit No.11 (Food Court), Ascendas IT Park (Chennai) Limited, Pinnacle Building, International Tech Park, CSIR Road, Taramani Chennai- 600 113PH-044-40106888",11 AM to 11 PM 
Chennai, KELAMBAKKAM (PADURVILLAGE) CHENNAI," First Floor, Survey Nos. 501/2A, 501/2B, 502/2A1 &  502/2A2 of Padur Village,Situated at No.43, Padur Village, Mahabalipuram Road,Thiruporur Taluk, Kelambakkam, Kancheepuram District, Chennai",11 AM to 11 PM 
Chennai, Guduvanchery," Door No. 2, First Floor, Above A2B, G S T Road, Maraimalai Nagar, Guduvanchery, Chennai, Tamil Nadu",11 AM to 11 PM 
Chennai," PALLIKARNAI, CHENNAI"," First and Second Floor, No. 17, Narayana Puram,Velecherry Main Road, Pallikaranai, Chennai, Tamil Nadu- 600100",11 AM to 11 PM 
Chennai, Maraimalai Nagar - 2," First Floor, HIG-55, M.G.R Salai, Maraimalai Nagar",11 AM to 11 PM 
Chennai," Poonthamallee, Chennai"," First and Second Floor, Sy. No. 83/2B1 & 84/1C2C1, Bangalore National Highway, Madavilagam Village,Thrumazisai panchayat, Poonthamalle Taluk,Thiruvallur Dist",11 AM to 11 PM 
Chennai, AMBATTUR-CHENNAI," First Floor,No:44/1,Block No.39,Opposite Sri Krishna Sweets,Ambattur Red Hills Road,Ambattur,Chennai,Tamil Nadu–600053Ph-No-044-49256888",11 AM to 11 PM 
Chennai," PERUNGUDI,OMR ROAD"," Plot No 112,Thirumalai nagar,OMR, Perungudi,Chennai,Tamil Nadu- 600096",11 AM to 11 PM 
Chennai," SELAIYUR,KANCHEEPURAM,CHENNAI"," Stilt cum Ground floor,Plot No. 4,Natraj Nagar,Selaiyur village,Chennai,Tamil Nadu,PIN-600073",11 AM to 11 PM 
Chennai," MOULIVAKKAM,CHENNAI"," Ground Floor,5C/211,Kundrathur Main Road,Moulivakam Chennai Tamil Nadu,PIN-600125",11 AM to 11 PM 
Chennai," KODAMBAKKAM,CHENNAI"," First Floor,Sukumar Square,Plot No.67,Door No.71,NSK Salai(Arcot Road),Kodambakkam,Chennai-600024,Tamil Nadu",11 AM to 11 PM 
Chennai," EXPRESS AVENUE, CHENNAI"," 3rd Floor, Express Estate, Royapettah, Chennai",11 AM to 11 PM 
Chennai," ROYAPURAM,CHENNAI"," Ground Floor,property No:126(old no 158),Block 16,Mannarkoil Street,Melandavi,Royapuram,Chennai,Tamilnadu,PIN– 600013",11 AM to 11 PM 
Chennai, KATTUPAKAM CHENNAI TAMIL NADU, Ground FloorPlot No 319Old Sy no 210/1 210/2 and 210/2A1Aas per  patta new Sy no 210/32&210/1EMount Poonamalle RoadJayalakshmi Nagar Main RoadKattupakam ChennaiTamil Nadu 600054,11 AM to 11 PM 
Chennai," KONNUR HIGH ROAD,AYANAVARAM,CHENNAI,TAMIL NADU"," Ground Floor,Old No.281,New No.236,Konnur High road,Ayanavaram,Chennai,Tamil Nadu- 600023",11 AM to 11 PM 
Chennai," EAST AVENUE MAIN ROAD, KORATTUR VILLAGE, CHENNAI", Upper Ground Floor Block No 81 East Avenue Main Road Korattur Village Chennai 600080 Tamil Nadu,11 AM to 11 PM 
Chennai," EGATTUR VILLAGE,CHENNAI,TAMIL NADU", New S No 91/10A (diagonally opposite to Novotel Hotel) OMR Road Egattur Village Siruseri Chennai 603103,11 AM to 11 PM 
Chennai," GANDHI NAGAR, CTH ROAD, CHENNAI", Old No.577 New No.398 CTH Road Avadi Chennai 600054 91-9445867635-36-37-38-39,11 AM to 11 PM 
Chennai," URAPAKKAM, CHENNAI"," First Floor,Old S.No.149/3 PartNew S.No.222/14,Kilambakkam Village Chengalepattu Taluk,Kancheepuram District G.S.T. Road,Urapakkam Chennai– 601230,Tamil Nadu",11 AM to 11 PM 
Chennai," TRIPLICANE,CHENNAI,TAMIL NADU"," Old no.2(New no.3)First floor,Triplicane High Road,Triplicane,Chennai- 600005",11 AM to 11 PM 
Chennai, PERUMBAKKAM," PLOT NO:5,KAILASH NAGAR MEDAVAKKAM SOLINGANALLUR ROAD PERUMBAKAM CHENNAI 600100.Phone number 044-49436888",11 AM to 11 PM 
Chennai, V R MALL CHENNAI," Unit No FT-10 First Floor  VR – CHENNAI"" located at #44 Pillaiyar Koil Street Jawaharlal Nehru Road Anna Nagar Chennai 600040 Tamil Nadu Ph-044-66622262",11 AM to 11 PM 
Chennai, MAYAJAAL MULTIPLEX CHENNAI TAMIL NADU, Ground Floor Sy no 34/1 East Coast Road Kanathur Mayajal Chennai 603112 Tamil Nadu 044-27444603,11 AM to 11 PM 
Chennai, MUGAPAIR, First Floor No 70/1 Lakshmi Apartments  Bazaar Road Collector Nagar Chennai 600037 044-48614278-79,11 AM to 11 PM 
Chennai, KAILASH OMR SHOLINAGANALLUR CHENNAI, Shop No 01 Ground Floor Kailash OMR Plot No 155 Door No 132 Rajiv Gandhi Salai Old Mahabalipuram Road Sholinganallur Chennai-600119,11 AM to 11 PM 
Chennai, SPENCER PLAZA ANNA SALAI, Unit No G5 & G5A Ground Floor Spencer Plaza Sy No 26/2 26/3 27/2 31/3 NungamBakkam No 105 Block No 4 & 5 Madras Mount Road Door No 768 769,11 AM to 11 PM 
Chennai," MKB NAGAR, CHENNAI, TAMIL NADU"," MKB NAGAR, CHENNAI, TAMIL NADU First Floor, Mira Enclave, Plot No.333, Survey No.758/1, part of Perambur Village, Greater Chennai Corporation, Division-36, Zone-IV, West Avenue Road, Mahakavi Bharathi Nagar, Chennai-600039  Tamil Nadu",11 AM to 11 PM 
Chennai, ADAMBAKKAM CHENNAI TAMIL NADU, Shop No 4 Ground Floor S No 265 3 PT T S No 27 2A Ward No F Block No 17 Division No 165 Zone 12 of Adambakkam Village Alandur Taluk Corporation Chennai Tamil Nadu 600088,11 AM to 11 PM 
Chennai, RMZ MILLENIA BUSINESS PARK II CHENNAI, THE MARKET PLACE UNIT NO 06 FC GROUND FLOOR IN SURVEY NOS 9 1A 9 1B 9 1C 9 A1 9 A2 9 A3 10 2A 15 3 16 1 16 2  16 3 17 1 17 2 36 16C1 AND 36 16C2 SITUATED AT PERUNGUDI VILLAGE TAMBRAM TALUK KANCHEEPURAM DISTRICT CHENNAI-600096,11 AM to 11 PM 
Chennai, Vellore Institute Of Technology Chennai, Vellore Institute of Technology VIT Vandalur Kelambakkam Road Chennai-600127 Tamil Nadu,11 AM to 11 PM 
Chennai," Valasaravakkam, Chennai, Tamil Nadu"," First Floor,  Pe Ve Plaza, Plot No.9,  Arcot Road, Porur,  Chennai,  , Chennai, Tamilnadu, 600116",11 AM to 11 PM 
Chennai," Vikas Mantra Tower, Kotturpuram, Chennai"," First Floor In Vikas Mantra Tower, Plot No.63 New Door No1, Dhandayuthapani Nagar 1St Street, Gandhi Mandapam Road, Kotturpuram,  , Chennai, Tamilnadu, 600085",11 AM to 11 PM 
Chennai," Thiruvottiyur, Chennai, Tamil Nadu"," Ground Floor,  In Door No-915, Thiruvottiyur High Road, Block No.13,  Tiruvottiyur, 0, Chennai, Tamilnadu, 600019",11 AM to 11 PM 
Gurgaon, GURGAON SECTOR 14, SHOP 87 & 88 SECTOR-14 GURGAON HARYANA,11 AM to 11 PM 
Gurgaon, DLF-2," L.G. 28-29,CITY CENTRE MALL,DLF-CITY ,MEHRAULI ROAD,,GURGAON - 122002 PH.NO. 0124-2563236/ 41/ 4228494/ 97",11 AM to 11 PM 
Gurgaon, MEGA MALL, DT Diner Food Court 3rd Floor Mega Mall Dlf Ph -1 Gurgaon 122002 Ph No 0124-4058978,11 AM to 11 PM 
Gurgaon, GURGAON SECTOR 53," G-4, G-5,CENTRAL PLAZA,SECTOR-53,,GURGAON - 122001 PH.NO. 0124-4142980/ 87",11 AM to 11 PM 
Gurgaon, SOHNA ROAD," SHOP NO-4,BLOCK-C, GROUND FOOR,OMAX PLAZA, SECTOR-49GURGAON-SOHNA ROAD,,GURGAON - 122001 PH.NO. 0124-4253051/52/53/54/55,4241075/4241076",11 AM to 11 PM 
